sgis_adm_cd,resident_adm_code,district_name,adm_name,full_adm_name,population,age_60_69,age_70_79,age_80_89,age_90_99,age_100_plus,elderly_population_60_plus,elderly_ratio_60_plus,area_km2,elderly_density_per_km2,green_ratio_percent,shelter_count,shelter_capacity_total,shelters_per_1000_elderly,capacity_per_1000_elderly,coverage_ratio_500m_area,coverage_gap_500m_area,nearest_shelter_distance_m_centroid,estimated_covered_elderly_area,estimated_uncovered_elderly_area,grid_cell_count_100m,grid_population_total,grid_accessibility_index_exp_d_300,grid_accessibility_lack_score,grid_population_weighted_accessibility_index,grid_population_weighted_accessibility_lack_score,grid_mean_nearest_shelter_distance_m,grid_beyond_500m_ratio,heat_score,vulnerability_score,access_score_existing_area_based,priority_score_existing_pipeline,shelter_source_mode,boundary_source
22020530,2714053000,동구,신암3동,대구광역시 동구 신암3동,11129,1392,1042,465,63,1,2963,0.266241,0.616483,4806.295,4.0,5,180.0,1.687,60.749,1.0,0.0,200.067,2963.0,0.0,61,11382.0,0.566015,43.398,0.600143,39.986,181.589,0.0,0.0,32.347,4.225,12.589,cache,SGIS 2025 adm_cd=22 low_search=2
22020540,2714054000,동구,신암4동,대구광역시 동구 신암4동,18295,2834,1726,721,95,3,5379,0.294015,1.152162,4668.615,8.0,5,209.0,0.93,38.855,1.0,0.0,108.918,5379.0,0.0,114,18261.0,0.476565,52.343,0.482083,51.792,241.931,0.0,0.0,34.645,1.85,12.681,cache,SGIS 2025 adm_cd=22 low_search=2
22020550,2714054100,동구,신암5동,대구광역시 동구 신암5동,7291,1352,996,461,63,1,2873,0.394047,0.526178,5460.129,11.4,4,265.0,1.392,92.238,1.0,0.0,68.355,2873.0,0.0,53,7362.0,0.536669,46.333,0.552993,44.701,204.554,0.0,0.0,48.228,0.793,17.118,cache,SGIS 2025 adm_cd=22 low_search=2
22020560,2714055500,동구,신천1.2동,대구광역시 동구 신천1·2동,10974,2117,1666,931,125,0,4839,0.440951,0.440241,10991.703,1.4,3,89.0,0.62,18.392,1.0,0.0,164.429,4839.0,0.0,44,11315.0,0.598081,40.192,0.620767,37.923,162.584,0.0,0.0,70.673,3.296,25.724,cache,SGIS 2025 adm_cd=22 low_search=2
22020580,2714057000,동구,신천3동,대구광역시 동구 신천3동,14784,1913,1139,553,102,0,3707,0.250744,0.734875,5044.398,3.6,5,190.0,1.349,51.254,1.0,0.0,162.877,3707.0,0.0,72,13808.0,0.577825,42.217,0.585297,41.47,176.305,0.0,0.0,31.728,3.256,12.082,cache,SGIS 2025 adm_cd=22 low_search=2
22020590,2714058000,동구,신천4동,대구광역시 동구 신천4동,12884,1542,1027,460,74,1,3104,0.240919,0.786038,3948.916,2.9,3,160.0,0.966,51.546,1.0,0.0,134.573,3104.0,0.0,81,10476.0,0.508748,49.125,0.524649,47.535,214.665,0.0,0.0,26.202,2.518,9.926,cache,SGIS 2025 adm_cd=22 low_search=2
22020730,2714072000,동구,안심1동,대구광역시 동구 안심1동,37007,6518,4368,1784,287,6,12963,0.350285,3.328168,3894.936,13.9,9,520.0,0.694,40.114,0.709221,0.290779,188.615,9193.6,3769.4,337,37399.0,0.353708,64.629,0.43425,56.575,389.05,0.296736,0.0,37.265,14.422,17.369,cache,SGIS 2025 adm_cd=22 low_search=2
22020740,2714073000,동구,안심2동,대구광역시 동구 안심2동,16966,2761,1644,610,103,3,5121,0.301839,13.370799,382.999,70.8,3,82.0,0.586,16.012,0.154662,0.845338,1966.395,792.0,4329.0,1334,16243.0,0.079726,92.027,0.373735,62.626,2391.558,0.844828,0.0,17.8,80.764,30.459,cache,SGIS 2025 adm_cd=22 low_search=2
22020760,2714074200,동구,안심3동,대구광역시 동구 안심3동,19857,2183,1615,736,111,2,4647,0.234023,5.930487,783.578,11.8,2,40.0,0.43,8.608,0.157316,0.842684,1068.349,731.0,3916.0,592,20035.0,0.090902,90.91,0.337679,66.232,1204.625,0.846284,0.0,12.453,57.267,21.539,cache,SGIS 2025 adm_cd=22 low_search=2
22020770,2714074700,동구,안심4동,대구광역시 동구 안심4동,26183,4013,2432,1040,158,1,7644,0.291945,2.583849,2958.378,9.0,7,250.0,0.916,32.705,0.710048,0.289952,592.325,5427.6,2216.4,254,26023.0,0.356992,64.301,0.409886,59.011,366.763,0.295276,0.0,27.387,24.912,17.059,cache,SGIS 2025 adm_cd=22 low_search=2
22020650,2714064000,동구,지저동,대구광역시 동구 지저동,12287,2947,1954,784,98,2,5785,0.470823,2.270752,2547.615,46.2,2,31.0,0.346,5.359,0.442011,0.557989,589.003,2557.0,3228.0,228,12855.0,0.236422,76.358,0.359258,64.074,531.099,0.552632,0.0,44.153,34.501,25.804,cache,SGIS 2025 adm_cd=22 low_search=2
22020690,2714068500,동구,해안동,대구광역시 동구 해안동,12876,2758,2030,917,142,3,5850,0.454334,13.425565,435.736,54.8,7,240.0,1.197,41.026,0.297293,0.702707,230.159,1739.2,4110.8,1337,13894.0,0.152299,84.77,0.371388,62.861,896.416,0.702319,0.0,33.753,30.373,20.925,cache,SGIS 2025 adm_cd=22 low_search=2
22020780,2714075500,동구,혁신동,대구광역시 동구 혁신동,16478,1644,1041,346,51,1,3083,0.187098,16.559499,186.177,77.4,4,60.0,1.297,19.462,0.084733,0.915267,1575.198,261.2,2821.8,1655,16958.0,0.051124,94.888,0.135371,86.463,1953.356,0.917221,0.0,5.15,73.095,23.731,cache,SGIS 2025 adm_cd=22 low_search=2
22020600,2714059000,동구,효목1동,대구광역시 동구 효목1동,11384,2472,1983,944,118,2,5519,0.484803,1.327922,4156.118,19.0,3,78.0,0.544,14.133,0.890715,0.109285,67.932,4915.9,603.1,133,11780.0,0.415305,58.47,0.523842,47.616,296.59,0.120301,0.0,52.221,4.727,19.695,cache,SGIS 2025 adm_cd=22 low_search=2
22020610,2714060000,동구,효목2동,대구광역시 동구 효목2동,14092,2484,1762,752,136,2,5136,0.364462,0.778182,6599.996,0.5,6,141.0,1.168,27.453,1.0,0.0,131.592,5136.0,0.0,78,13205.0,0.524732,47.527,0.551158,44.884,214.015,0.0,0.0,49.87,2.441,18.187,cache,SGIS 2025 adm_cd=22 low_search=2
22050700,2723068000,북구,검단동,대구광역시 북구 검단동,5388,1240,889,393,63,1,2586,0.479955,3.83874,673.659,16.1,5,210.0,1.933,81.206,0.28871,0.71129,488.138,746.6,1839.4,383,6111.0,0.166999,83.3,0.435146,56.485,727.369,0.707572,0.0,37.377,37.406,24.303,cache,SGIS 2025 adm_cd=22 low_search=2
22050510,2723051000,북구,고성동,대구광역시 북구 고성동,14568,1046,683,275,55,0,2059,0.141337,0.519878,3960.548,3.5,5,215.0,2.428,104.42,1.0,0.0,144.121,2059.0,0.0,61,13438.0,0.564673,43.533,0.60314,39.686,188.088,0.0,0.0,16.218,2.767,6.506,cache,SGIS 2025 adm_cd=22 low_search=2
22050750,2723071500,북구,관문동,대구광역시 북구 관문동,31927,5001,2599,949,143,4,8696,0.272371,14.654793,593.389,66.7,3,290.0,0.345,33.349,0.132954,0.867046,585.965,1156.2,7539.8,1462,32820.0,0.087823,91.218,0.236958,76.304,952.225,0.868673,0.0,15.626,45.577,19.142,cache,SGIS 2025 adm_cd=22 low_search=2
22050770,2723075000,북구,관음동,대구광역시 북구 관음동,13654,3023,1568,670,111,2,5374,0.393584,2.935818,1830.495,55.2,5,804.0,0.93,149.609,0.311051,0.688949,641.271,1671.6,3702.4,296,13356.0,0.18166,81.834,0.457529,54.247,784.037,0.689189,0.0,33.229,40.59,23.807,cache,SGIS 2025 adm_cd=22 low_search=2
22050790,2723074500,북구,구암동,대구광역시 북구 구암동,30165,4950,1971,1033,154,5,8113,0.268954,4.153484,1953.3,66.2,8,474.0,0.986,58.425,0.508993,0.491007,305.659,4129.5,3983.5,415,31126.0,0.268637,73.136,0.47968,52.032,523.759,0.493976,0.0,20.875,24.699,14.716,cache,SGIS 2025 adm_cd=22 low_search=2
22050830,2723080000,북구,국우동,대구광역시 북구 국우동,29070,3629,1625,810,145,2,6211,0.213657,17.095609,363.31,73.2,4,137.0,0.644,22.058,0.096345,0.903655,963.205,598.4,5612.6,1717,30786.0,0.057113,94.289,0.360515,63.948,1543.436,0.904485,0.0,8.62,56.728,20.035,cache,SGIS 2025 adm_cd=22 low_search=2
22050810,2723079000,북구,노원동,대구광역시 북구 노원동,10922,2365,1551,535,54,1,4506,0.412562,3.003372,1500.314,2.2,7,308.0,1.553,68.353,0.674664,0.325336,196.637,3040.0,1466.0,329,14186.0,0.345943,65.406,0.474887,52.511,388.209,0.288754,0.0,33.827,15.879,16.603,cache,SGIS 2025 adm_cd=22 low_search=2
22050840,2723064500,북구,대현동,대구광역시 북구 대현동,15511,2556,1878,1013,154,1,5602,0.361163,0.884169,6335.892,2.2,11,445.0,1.964,79.436,1.0,0.0,88.971,5602.0,0.0,89,15742.0,0.638332,36.167,0.67868,32.132,143.394,0.0,0.0,48.442,1.33,17.354,cache,SGIS 2025 adm_cd=22 low_search=2
22050820,2723078000,북구,동천동,대구광역시 북구 동천동,24605,3292,1335,800,109,2,5538,0.225076,1.11423,4970.247,7.3,2,114.0,0.361,20.585,0.968948,0.031052,239.548,5366.0,172.0,112,26051.0,0.403912,59.609,0.370481,62.952,291.641,0.044643,0.0,28.774,6.375,11.983,cache,SGIS 2025 adm_cd=22 low_search=2
22050710,2723069500,북구,무태조야동,대구광역시 북구 무태조야동,32444,4857,2840,1089,155,2,8943,0.275644,22.920801,390.17,75.2,8,430.0,0.895,48.082,0.155139,0.844861,334.737,1387.4,7555.6,2286,33325.0,0.099567,90.043,0.238305,76.169,1013.305,0.845582,0.0,15.127,38.23,16.763,cache,SGIS 2025 adm_cd=22 low_search=2
22050650,2723067100,북구,복현1동,대구광역시 북구 복현1동,7072,893,545,194,28,0,1660,0.234729,0.47961,3461.148,4.7,4,178.0,2.41,107.229,0.990592,0.009408,119.639,1644.4,15.6,59,10410.0,0.527969,47.203,0.609428,39.057,213.576,0.0,0.0,23.554,2.469,8.985,cache,SGIS 2025 adm_cd=22 low_search=2
22050660,2723067200,북구,복현2동,대구광역시 북구 복현2동,28639,4487,2304,861,136,4,7792,0.272077,1.815403,4292.16,20.5,9,424.0,1.155,54.415,0.948871,0.051129,132.817,7393.6,398.4,183,28793.0,0.47662,52.338,0.542413,45.759,251.452,0.04918,0.0,30.831,4.318,12.086,cache,SGIS 2025 adm_cd=22 low_search=2
22050610,2723061000,북구,산격1동,대구광역시 북구 산격1동,7332,1838,1460,719,98,1,4116,0.561375,0.944493,4357.894,35.6,5,458.0,1.215,111.273,0.94169,0.05831,355.604,3876.0,240.0,94,8244.0,0.46932,53.068,0.573812,42.619,257.591,0.053191,0.0,60.953,10.383,24.449,cache,SGIS 2025 adm_cd=22 low_search=2
22050620,2723062000,북구,산격2동,대구광역시 북구 산격2동,9348,2012,1160,525,64,3,3764,0.402653,2.225531,1691.282,10.9,7,292.0,1.86,77.577,0.625277,0.374723,416.0,2353.5,1410.5,221,10426.0,0.336132,66.387,0.607672,39.233,420.492,0.375566,0.0,33.592,23.377,18.77,cache,SGIS 2025 adm_cd=22 low_search=2
22050630,2723063000,북구,산격3동,대구광역시 북구 산격3동,8336,1139,904,392,60,1,2496,0.299424,1.154947,2161.138,23.9,5,175.0,2.003,70.112,0.976041,0.023959,56.038,2436.2,59.8,125,16769.0,0.47595,52.405,0.550427,44.957,246.969,0.016,0.0,24.875,1.337,9.107,cache,SGIS 2025 adm_cd=22 low_search=2
22050640,2723063100,북구,산격4동,대구광역시 북구 산격4동,6934,1435,1065,467,58,0,3025,0.436256,0.741167,4081.4,17.1,3,140.0,0.992,46.281,0.86155,0.13845,230.773,2606.2,418.8,91,10156.0,0.377184,62.282,0.371244,62.876,327.89,0.164835,0.0,46.904,10.022,19.423,cache,SGIS 2025 adm_cd=22 low_search=2
22050760,2723077000,북구,읍내동,대구광역시 북구 읍내동,24509,4707,2195,1001,180,3,8086,0.32992,5.973137,1353.728,66.1,5,166.0,0.618,20.529,0.240343,0.759657,1581.303,1943.4,6142.6,596,24842.0,0.122757,87.724,0.393719,60.628,1793.143,0.765101,0.0,24.696,67.637,28.935,cache,SGIS 2025 adm_cd=22 low_search=2
22050520,2723052600,북구,칠성동,대구광역시 북구 칠성동,23599,2893,1876,940,165,8,5882,0.249248,1.336553,4400.872,2.7,8,430.0,1.36,73.104,1.0,0.0,205.862,5882.0,0.0,134,20054.0,0.53539,46.461,0.530495,46.951,201.448,0.0,0.0,28.923,4.376,11.436,cache,SGIS 2025 adm_cd=22 low_search=2
22050550,2723055000,북구,침산1동,대구광역시 북구 침산1동,3428,887,563,212,37,2,1701,0.496208,1.601508,1062.124,21.1,3,148.0,1.764,87.008,0.643882,0.356118,447.415,1095.2,605.8,157,3660.0,0.306868,69.313,0.470198,52.98,431.415,0.369427,0.0,40.654,23.524,21.286,cache,SGIS 2025 adm_cd=22 low_search=2
22050560,2723056000,북구,침산2동,대구광역시 북구 침산2동,17800,2102,1262,594,84,4,4046,0.227303,0.794943,5089.675,5.9,8,376.0,1.977,92.931,1.0,0.0,133.152,4046.0,0.0,78,16615.0,0.569654,43.035,0.568374,43.163,186.071,0.0,0.0,29.496,2.481,11.068,cache,SGIS 2025 adm_cd=22 low_search=2
22050570,2723057000,북구,침산3동,대구광역시 북구 침산3동,17673,2785,1737,863,130,0,5515,0.312058,1.035946,5323.637,17.6,6,507.0,1.088,91.931,1.0,0.0,86.187,5515.0,0.0,105,19593.0,0.520701,47.93,0.533419,46.658,206.507,0.0,0.0,39.205,1.258,14.099,cache,SGIS 2025 adm_cd=22 low_search=2
22050780,2723072500,북구,태전1동,대구광역시 북구 태전1동,21026,3817,1991,918,168,2,6896,0.327975,2.47942,2781.295,43.0,4,339.0,0.58,49.159,0.419484,0.580516,364.338,2892.8,4003.2,248,23452.0,0.206449,79.355,0.31667,68.333,600.515,0.572581,0.0,30.376,29.459,19.469,cache,SGIS 2025 adm_cd=22 low_search=2
22050740,2723073500,북구,태전2동,대구광역시 북구 태전2동,21561,4008,2197,913,124,6,7248,0.336163,2.04938,3536.68,39.3,4,64.0,0.552,8.83,0.802231,0.197769,352.537,5814.6,1433.4,205,23400.0,0.376768,62.323,0.477728,52.227,345.183,0.195122,0.0,34.332,15.337,16.617,cache,SGIS 2025 adm_cd=22 low_search=2
22030510,2717051000,서구,내당1동,대구광역시 서구 내당1동,14642,2352,1269,530,79,1,4231,0.288963,0.584472,7239.01,7.0,4,218.0,0.945,51.524,1.0,0.0,135.307,4231.0,0.0,59,9799.0,0.570057,42.994,0.547258,45.274,180.033,0.0,0.0,44.712,2.538,16.41,cache,SGIS 2025 adm_cd=22 low_search=2
22030520,2717052500,서구,내당2.3동,대구광역시 서구 내당2·3동,8056,1802,1373,633,75,1,3884,0.482125,0.495562,7837.569,0.8,9,492.0,2.317,126.674,1.0,0.0,48.83,3884.0,0.0,52,8292.0,0.685577,31.442,0.684477,31.552,118.486,0.0,0.0,67.109,0.284,23.573,cache,SGIS 2025 adm_cd=22 low_search=2
22030530,2717054000,서구,내당4동,대구광역시 서구 내당4동,14055,2914,2026,823,143,4,5910,0.420491,0.818041,7224.578,5.5,4,400.0,0.677,67.682,1.0,0.0,90.184,5910.0,0.0,81,15080.0,0.571147,42.885,0.534843,46.516,176.899,0.0,0.0,58.224,1.362,20.787,cache,SGIS 2025 adm_cd=22 low_search=2
22030540,2717055000,서구,비산1동,대구광역시 서구 비산1동,7716,1811,1288,544,69,0,3712,0.481078,0.421828,8799.799,4.5,8,309.0,2.155,83.244,1.0,0.0,110.113,3712.0,0.0,42,8088.0,0.650834,34.917,0.666954,33.305,140.45,0.0,0.0,70.964,1.881,25.402,cache,SGIS 2025 adm_cd=22 low_search=2
22030550,2717056500,서구,비산2.3동,대구광역시 서구 비산2·3동,7512,1856,1367,754,108,2,4087,0.544063,0.530838,7699.144,3.5,7,417.0,1.713,102.031,1.0,0.0,73.567,4087.0,0.0,52,7619.0,0.664581,33.542,0.681802,31.82,129.241,0.0,0.0,72.93,0.929,25.804,cache,SGIS 2025 adm_cd=22 low_search=2
22030560,2717058000,서구,비산4동,대구광역시 서구 비산4동,8097,1904,1279,567,72,0,3822,0.472027,0.410283,9315.524,0.1,6,1770.0,1.57,463.108,1.0,0.0,53.04,3822.0,0.0,42,8739.0,0.697123,30.288,0.703115,29.688,111.825,0.0,0.0,72.155,0.394,25.372,cache,SGIS 2025 adm_cd=22 low_search=2
22030570,2717059000,서구,비산5동,대구광역시 서구 비산5동,4704,1146,894,428,61,0,2529,0.537628,0.337585,7491.457,0.9,5,408.0,1.977,161.329,1.0,0.0,94.401,2529.0,0.0,33,4634.0,0.66175,33.825,0.653506,34.649,131.618,0.0,0.0,71.41,1.472,25.435,cache,SGIS 2025 adm_cd=22 low_search=2
22030580,2717060000,서구,비산6동,대구광역시 서구 비산6동,6287,1579,978,441,69,2,3069,0.48815,0.280852,10927.461,0.0,3,154.0,0.978,50.179,1.0,0.0,71.028,3069.0,0.0,28,6643.0,0.684612,31.539,0.684576,31.542,117.336,0.0,0.0,75.543,0.863,26.699,cache,SGIS 2025 adm_cd=22 low_search=2
22030590,2717061000,서구,비산7동,대구광역시 서구 비산7동,9206,2015,1303,561,59,2,3940,0.427982,2.847064,1383.882,11.1,3,614.0,0.761,155.838,0.471179,0.528821,341.036,1856.4,2083.6,286,10052.0,0.240076,75.992,0.453699,54.63,575.5,0.531469,0.0,34.939,26.986,20.325,cache,SGIS 2025 adm_cd=22 low_search=2
22030660,2717067500,서구,상중이동,대구광역시 서구 상중이동,16790,3584,2220,756,148,1,6709,0.399583,6.75834,992.699,35.7,8,659.0,1.192,98.226,0.422853,0.577147,1006.143,2836.9,3872.1,677,18637.0,0.218977,78.102,0.504197,49.58,606.754,0.581979,0.0,30.397,46.062,24.458,cache,SGIS 2025 adm_cd=22 low_search=2
22030680,2717069500,서구,원대동,대구광역시 서구 원대동,9925,1812,1274,553,80,1,3720,0.374811,0.601505,6184.49,1.9,3,101.0,0.806,27.151,1.0,0.0,210.163,3720.0,0.0,61,10288.0,0.570285,42.971,0.559701,44.03,176.718,0.0,0.0,49.226,4.488,18.576,cache,SGIS 2025 adm_cd=22 low_search=2
22030600,2717062000,서구,평리1동,대구광역시 서구 평리1동,6100,1449,995,461,62,3,2970,0.486885,0.382026,7774.343,0.0,6,597.0,2.02,201.01,1.0,0.0,96.611,2970.0,0.0,32,5915.0,0.652183,34.782,0.670335,32.966,136.083,0.0,0.0,67.34,1.529,24.028,cache,SGIS 2025 adm_cd=22 low_search=2
22030610,2717063000,서구,평리2동,대구광역시 서구 평리2동,6798,1412,920,341,34,1,2708,0.398352,0.29138,9293.707,2.6,6,435.0,2.216,160.635,1.0,0.0,40.811,2708.0,0.0,30,6873.0,0.696012,30.399,0.712359,28.764,113.035,0.0,0.0,64.463,0.075,22.584,cache,SGIS 2025 adm_cd=22 low_search=2
22030620,2717064000,서구,평리3동,대구광역시 서구 평리3동,12060,2350,1425,587,77,1,4440,0.368159,0.786066,5648.382,4.6,6,431.0,1.351,97.072,1.0,0.0,128.358,4440.0,0.0,86,13437.0,0.57659,42.341,0.600392,39.961,177.893,0.0,0.0,46.332,2.356,16.923,cache,SGIS 2025 adm_cd=22 low_search=2
22030630,2717065000,서구,평리4동,대구광역시 서구 평리4동,14967,3199,1942,699,108,1,5949,0.397474,0.727653,8175.595,0.0,10,305.0,1.681,51.269,1.0,0.0,108.617,5949.0,0.0,73,15638.0,0.662422,33.758,0.685717,31.428,130.474,0.0,0.0,59.766,1.842,21.471,cache,SGIS 2025 adm_cd=22 low_search=2
22030640,2717066000,서구,평리5동,대구광역시 서구 평리5동,10509,1107,611,209,22,2,1951,0.18565,0.416952,4679.194,5.7,5,383.0,2.563,196.31,1.0,0.0,141.265,1951.0,0.0,39,9360.0,0.636469,36.353,0.597417,40.258,141.982,0.0,0.0,23.507,2.693,9.035,cache,SGIS 2025 adm_cd=22 low_search=2
22030650,2717066100,서구,평리6동,대구광역시 서구 평리6동,5375,1015,573,188,29,0,1805,0.335814,0.710776,2539.477,7.3,1,64.0,0.554,35.457,0.791141,0.208859,270.262,1428.0,377.0,72,5892.0,0.423466,57.653,0.535507,46.449,318.215,0.194444,0.0,30.189,13.593,14.644,cache,SGIS 2025 adm_cd=22 low_search=2
22060710,2726067000,수성구,고산1동,대구광역시 수성구 고산1동,31006,4619,2208,1016,173,2,8018,0.258595,8.703518,921.237,83.4,10,448.0,1.247,55.874,0.159265,0.840735,2243.385,1277.0,6741.0,883,31286.0,0.090627,90.937,0.521763,47.824,2049.341,0.83692,0.0,15.555,87.816,31.789,cache,SGIS 2025 adm_cd=22 low_search=2
22060720,2726068000,수성구,고산2동,대구광역시 수성구 고산2동,25494,3984,2189,975,172,5,7325,0.287323,24.472331,299.318,62.9,13,486.0,1.775,66.348,0.347314,0.652686,860.751,2544.1,4780.9,2440,25961.0,0.179023,82.098,0.496607,50.339,759.472,0.652459,0.0,15.958,45.0,19.085,cache,SGIS 2025 adm_cd=22 low_search=2
22060730,2726069000,수성구,고산3동,대구광역시 수성구 고산3동,29072,5033,2464,1243,251,5,8996,0.309439,5.255892,1711.603,16.2,5,129.0,0.556,14.34,0.514526,0.485474,516.995,4628.7,4367.3,546,32680.0,0.256734,74.327,0.410787,58.921,506.093,0.490842,0.0,24.057,30.007,17.422,cache,SGIS 2025 adm_cd=22 low_search=2
22060660,2726064000,수성구,두산동,대구광역시 수성구 두산동,14758,2148,1142,426,78,4,3798,0.257352,1.951667,1946.029,34.0,3,43.0,0.79,11.322,0.709223,0.290777,406.23,2693.6,1104.4,191,14406.0,0.33327,66.673,0.451897,54.81,379.856,0.308901,0.0,19.648,20.093,12.905,cache,SGIS 2025 adm_cd=22 low_search=2
22060550,2726055000,수성구,만촌1동,대구광역시 수성구 만촌1동,20138,3230,2186,1025,191,4,6636,0.329526,2.802983,2367.477,45.8,6,210.0,0.904,31.646,0.655789,0.344211,127.609,4351.8,2284.2,278,19715.0,0.341579,65.842,0.491173,50.883,421.208,0.330935,0.0,28.831,14.761,14.519,cache,SGIS 2025 adm_cd=22 low_search=2
22060560,2726056000,수성구,만촌2동,대구광역시 수성구 만촌2동,13038,1722,1069,466,92,3,3352,0.257095,1.795483,1866.907,44.7,3,90.0,0.895,26.85,0.788855,0.211145,367.165,2644.2,707.8,178,11202.0,0.399411,60.059,0.516152,48.385,326.916,0.202247,0.0,19.295,16.201,11.614,cache,SGIS 2025 adm_cd=22 low_search=2
22060570,2726056100,수성구,만촌3동,대구광역시 수성구 만촌3동,20470,1861,1113,507,75,1,3557,0.173766,1.760432,2020.527,45.44,8,168.0,2.249,47.231,0.767888,0.232112,93.729,2731.4,825.6,180,20561.0,0.393346,60.665,0.482883,51.712,340.493,0.25,0.0,11.33,9.832,6.915,cache,SGIS 2025 adm_cd=22 low_search=2
22060690,2726066100,수성구,범물1동,대구광역시 수성구 범물1동,9614,2293,1977,952,178,3,5403,0.561993,5.619878,961.409,87.1,5,144.0,0.925,26.652,0.171424,0.828576,1381.183,926.2,4476.8,561,8562.0,0.104279,89.572,0.602889,39.711,1415.101,0.825312,0.0,47.027,64.91,35.932,cache,SGIS 2025 adm_cd=22 low_search=2
22060700,2726066200,수성구,범물2동,대구광역시 수성구 범물2동,15478,2832,1665,576,111,1,5185,0.334992,2.135751,2427.718,71.7,4,85.0,0.771,16.393,0.352088,0.647912,628.662,1825.6,3359.4,211,15430.0,0.192729,80.727,0.530965,46.904,747.764,0.649289,0.0,29.643,38.78,22.009,cache,SGIS 2025 adm_cd=22 low_search=2
22060510,2726051000,수성구,범어1동,대구광역시 수성구 범어1동,22636,2302,1322,649,105,1,4379,0.193453,1.165199,3758.155,26.4,6,81.0,1.37,18.497,0.929773,0.070227,50.985,4071.5,307.5,120,20133.0,0.487325,51.267,0.58996,41.004,243.838,0.066667,0.0,20.519,2.875,8.044,cache,SGIS 2025 adm_cd=22 low_search=2
22060520,2726052000,수성구,범어2동,대구광역시 수성구 범어2동,15278,1864,1119,567,99,3,3652,0.239037,1.021224,3576.101,16.4,6,123.0,1.643,33.68,1.0,0.0,212.684,3652.0,0.0,97,13647.0,0.540152,45.985,0.512597,48.74,196.958,0.0,0.0,24.472,4.554,9.931,cache,SGIS 2025 adm_cd=22 low_search=2
22060530,2726053000,수성구,범어3동,대구광역시 수성구 범어3동,16980,1631,835,371,73,0,2910,0.171378,0.547116,5318.802,3.3,4,65.0,1.375,22.337,1.0,0.0,122.239,2910.0,0.0,58,16164.0,0.607499,39.25,0.616111,38.389,159.24,0.0,0.0,24.669,2.197,9.293,cache,SGIS 2025 adm_cd=22 low_search=2
22060540,2726054000,수성구,범어4동,대구광역시 수성구 범어4동,18409,1456,942,399,74,0,2871,0.155956,1.14171,2514.65,27.3,6,409.0,2.09,142.459,0.785213,0.214787,275.933,2254.3,616.7,117,18961.0,0.425364,57.464,0.44629,55.371,312.02,0.213675,0.0,11.527,13.955,8.221,cache,SGIS 2025 adm_cd=22 low_search=2
22060640,2726062000,수성구,상동,대구광역시 수성구 상동,13865,2595,1819,843,166,2,5425,0.391273,1.329782,4079.616,5.7,8,191.0,1.475,35.207,1.0,0.0,235.274,5425.0,0.0,137,14096.0,0.523589,47.641,0.539944,46.006,209.84,0.0,0.0,42.255,5.142,16.332,cache,SGIS 2025 adm_cd=22 low_search=2
22060580,2726057000,수성구,수성1가동,대구광역시 수성구 수성1가동,16915,2341,1772,1000,193,6,5312,0.314041,0.616573,8615.359,4.0,3,61.0,0.565,11.483,1.0,0.0,64.52,5312.0,0.0,61,15895.0,0.578895,42.11,0.602117,39.788,172.183,0.0,0.0,52.969,0.693,18.747,cache,SGIS 2025 adm_cd=22 low_search=2
22060590,2726058000,수성구,수성2.3가동,대구광역시 수성구 수성2·3가동,10151,1348,962,461,70,0,2841,0.279874,0.643631,4414.019,1.4,7,88.0,2.464,30.975,1.0,0.0,154.826,2841.0,0.0,60,9888.0,0.634532,36.547,0.636291,36.371,143.629,0.0,0.0,32.138,3.046,12.162,cache,SGIS 2025 adm_cd=22 low_search=2
22060600,2726059000,수성구,수성4가동,대구광역시 수성구 수성4가동,12741,2346,1451,747,150,6,4700,0.368888,0.652514,7202.907,6.7,4,95.0,0.851,20.213,1.0,0.0,28.509,4700.0,0.0,65,13569.0,0.607527,39.247,0.588995,41.101,155.654,0.0,0.0,52.81,0.0,18.484,cache,SGIS 2025 adm_cd=22 low_search=2
22060630,2726061000,수성구,중동,대구광역시 수성구 중동,14359,1887,1210,560,94,0,3751,0.26123,0.88107,4257.321,2.0,8,220.0,2.133,58.651,0.99852,0.00148,17.005,3745.4,5.6,89,14523.0,0.560011,43.999,0.562552,43.745,194.52,0.0,0.0,29.568,0.053,10.365,cache,SGIS 2025 adm_cd=22 low_search=2
22060670,2726065100,수성구,지산1동,대구광역시 수성구 지산1동,18537,3643,2514,1222,207,6,7592,0.409559,2.890258,2626.755,50.0,7,156.0,0.922,20.548,0.684148,0.315852,537.059,5194.1,2397.9,287,20153.0,0.361341,63.866,0.588442,41.156,389.314,0.327526,0.0,38.158,24.407,20.677,cache,SGIS 2025 adm_cd=22 low_search=2
22060680,2726065200,수성구,지산2동,대구광역시 수성구 지산2동,18072,3358,2155,931,198,3,6645,0.367696,1.682493,3949.496,57.8,4,80.0,0.602,12.039,0.644183,0.355817,311.444,4280.6,2364.4,169,18060.0,0.343284,65.672,0.524762,47.524,410.553,0.35503,0.0,39.286,19.971,19.741,cache,SGIS 2025 adm_cd=22 low_search=2
